url_path,views_total,views_unique
/sysbio-curie/WebMaBoSS,13,4
/sysbio-curie/WebMaBoSS/commits/master,5,1
/sysbio-curie/WebMaBoSS/tree/master/settings,4,1
/sysbio-curie/WebMaBoSS/actions,2,1
/sysbio-curie/WebMaBoSS/activity,2,1
/sysbio-curie/WebMaBoSS/tree/master/tutorials,2,1
/sysbio-curie/WebMaBoSS/actions/runs/8824112352,1,1
/sysbio-curie/WebMaBoSS/actions/runs/8824112352/job/24225927737,1,1
/sysbio-curie/WebMaBoSS/commit/ae24416f63eb96205e49040b5ed32e035ecb8ba3,1,1
/sysbio-curie/WebMaBoSS/compare/1.0.3...1.0.4,1,1
