url_path,views_total,views_unique
/sysbio-curie/WebMaBoSS/tree/master/api,13,1
/sysbio-curie/WebMaBoSS/tree/master/api/defaults/models,6,1
/sysbio-curie/WebMaBoSS/blob/master/tutorials/Tutorial_Cohen.pdf,4,2
/sysbio-curie/WebMaBoSS/tree/master/api/views,3,1
/sysbio-curie/WebMaBoSS/tree/master,2,1
/sysbio-curie/WebMaBoSS/tree/master/api/defaults,2,1
/sysbio-curie/WebMaBoSS/tree/master/api/defaults/models/corral,2,1
/sysbio-curie/WebMaBoSS/tree/master/api/defaults/models/metastasis,2,1
/sysbio-curie/WebMaBoSS/tree/master/api/migrations,2,1
/sysbio-curie/WebMaBoSS/tree/master/api/models,2,1
